date_created,date_updated,deleted_by_user,user_id,prolific_pid,study_id,wordle_play_frequency,native_english,primed_emotion,has_enhanced_feedback,presurvey_time,baseballcost,lakedays,postsurvey_time,widgettime,did_start_bonus_rounds,end_arousal,end_valence,session_id_x,minutes,crt1,crt2,crt3,crt,control,anger,empathy,anger_empathy,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,First Language,Nationality,Sex,t_anger,t_empathy
2022-04-06 21:24:16.455816,2022-04-06 21:43:03.737785,0,f035ac6-abde-a274-cc48-aad5b063fe3f,-5650367547222704060,624de9bcb04ac661022a053c,0,1,anger,0,2022-04-06 21:24:16.454673,0.05,37.0,2022-04-06 21:43:03.737646,10.0,0,0.0,25.0,624e048b15ed4faa10a2bc9f,18.78333333333333,1,0,0,1,0,1,0,0,APPROVED,2022-04-06 21:22:20.948000,2022-04-06 21:43:09.381000,1248.433,44.0,842,2,100,2022-04-07 13:15:55.254000,42B25E2B,United States,United States,English,United States,Male,1,0
2022-04-06 21:24:40.461447,2022-04-06 21:40:16.790600,0,2f51a6-a026-2c7b-d7cd-6a4d6ffde6,-8671022789041554584,624de9bcb04ac661022a053c,0,1,anger,0,2022-04-06 21:24:40.460365,0.05,47.0,2022-04-06 21:40:01.264825,100.0,1,100.0,89.0,624e04810a7d9bc6206fd352,15.333333333333334,1,0,1,2,0,1,0,0,APPROVED,2022-04-06 21:22:12.120000,2022-04-06 21:40:06.062000,1073.942,36.0,1378,6,100,2022-04-07 13:15:55.107000,42B25E2B,United States,United States,English,United States,Male,1,0
2022-04-06 21:28:44.624785,2022-04-06 21:32:55.938955,0,e3866ea-4160-b20c-0e8e-ec25bd440bbf,1217043587515616708,624de9bcb04ac661022a053d,101+,1,anger,0,2022-04-06 21:28:44.623614,0.05,47.0,2022-04-06 21:32:55.938800,5.0,0,100.0,67.0,624e0510612b15a73438fe7d,4.183333333333334,1,1,1,3,0,1,0,0,APPROVED,2022-04-06 21:24:36.382000,2022-04-06 21:33:05.055000,508.673,60.0,669,0,100,2022-04-07 13:17:17.382000,42B25E2B,United States,United States,English,United States,Female,1,0
2022-04-06 21:29:03.560555,2022-04-06 21:37:08.605868,0,b3ca186-ae58-e05e-240e-746b08adf5da,7321982383693846911,624de9bcb04ac661022a053c,11-100,1,control,0,2022-04-06 21:29:03.559457,0.1,47.0,2022-04-06 21:37:08.605718,100.0,0,35.0,80.0,624e051a481c080a15f2270a,8.083333333333334,0,0,1,1,1,0,0,0,APPROVED,2022-04-06 21:24:53.177000,2022-04-06 21:37:18.267000,745.09,26.0,115,0,100,2022-04-07 13:15:55.465000,42B25E2B,DATA EXPIRED,United States,English,United States,Male,0,0
2022-04-06 21:29:12.266749,2022-04-06 22:24:15.450782,0,366767-6cc-584b-fdf7-65b78d24e5b,-6391476625054046876,624de9bcb04ac661022a053d,0,1,control,1,2022-04-06 21:29:12.265618,0.05,47.0,2022-04-06 21:36:43.829310,5.0,1,58.0,74.0,624e05b7a475b0f06b4c2ac1,7.516666666666667,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 21:27:23.481000,2022-04-06 21:36:53.223000,569.742,43.0,1330,7,99,2022-04-07 13:17:17.749000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:29:29.398697,2022-04-06 21:44:42.664712,0,70870b8-41c7-c66e-f653-a3ee751cd4,6928527271414687183,624de9bcb04ac661022a053d,1,1,anger,1,2022-04-06 21:29:29.397598,0.05,47.0,2022-04-06 21:44:42.664596,5.0,0,67.0,86.0,624e04e3fc748127287ce005,15.216666666666669,1,1,1,3,0,0,0,1,APPROVED,2022-04-06 21:23:52.008000,2022-04-06 21:44:50.937000,1258.929,27.0,666,1,100,2022-04-07 13:17:17.216000,42B25E2B,Canada,United States,English,United States,Female,1,1
2022-04-06 21:29:39.979797,2022-04-06 21:39:32.070318,0,68183eb-611-b87c-0e65-fb541b07a0b1,1786852000386949956,624de9bcb04ac661022a053d,11-100,1,anger,1,2022-04-06 21:29:39.978727,10.0,47.0,2022-04-06 21:39:08.229111,100.0,1,27.0,33.0,624e0588ddce78531f9558a8,9.466666666666669,0,0,1,1,0,0,0,1,APPROVED,2022-04-06 21:26:40.923000,2022-04-06 21:39:18.997000,758.074,19.0,272,0,100,2022-04-07 13:17:17.575000,42B25E2B,United States,United States,English,United States,Female,1,1
2022-04-06 21:29:56.551206,2022-04-06 21:46:53.455110,0,6ec17b8-cb5-082d-31eb-44cdd34b7262,-6687112525670479352,624de9bcb04ac661022a053d,2-10,1,control,0,2022-04-06 21:29:56.550214,0.1,24.0,2022-04-06 21:46:53.454992,100.0,0,68.0,88.0,624e05d80ed7ab1039c120c4,16.933333333333334,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 21:27:54.826000,2022-04-06 21:47:00.267000,1145.441,21.0,270,4,98,2022-04-07 13:17:18.386000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:31:22.941365,2022-04-06 21:54:18.227612,0,5437ebb-4302-3105-85b-df887c52c26,-4938279763997853126,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:31:22.940310,0.1,47.0,2022-04-06 21:54:18.227459,5.0,0,56.0,83.0,624e061811a6a1a753d22908,22.916666666666668,0,1,1,2,0,0,1,0,APPROVED,2022-04-06 21:29:02.819000,2022-04-06 21:54:24.804000,1521.985,64.0,647,2,100,2022-04-07 13:17:18.746000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:31:42.864735,2022-04-06 21:50:47.462786,0,5a7254b-a8a8-1d0a-8116-de450d3d120,7751184066781670480,624de9bcb04ac661022a053c,11-100,1,control,0,2022-04-06 21:31:42.863612,0.05,47.0,2022-04-06 21:50:47.462670,5.0,0,73.0,75.0,624e052890edcc8bdcefdee1,19.066666666666663,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 21:25:00.990000,2022-04-06 21:51:15.986000,1574.996,44.0,1274,0,100,2022-04-07 13:15:55.584000,42B25E2B,Trinidad and Tobago,United States,English,United States,Male,0,0
2022-04-06 21:32:24.934129,2022-04-06 21:43:06.772444,0,ac8f05-afb-5212-ef4-e8a078d3826,1653927561034725346,624de9bcb04ac661022a053d,0,1,control,1,2022-04-06 21:32:24.932957,0.05,47.0,2022-04-06 21:43:06.772291,5.0,0,40.0,22.0,624e05ceb4a184e74d97d6da,10.683333333333334,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 21:27:47.408000,2022-04-06 21:43:15.934000,928.526,47.0,1639,0,100,2022-04-07 13:17:18.234000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:32:58.341847,2022-04-06 21:54:17.688071,0,6ebecbe-0e-52ac-f34-71657773724,-3026689141896302792,624de9bcb04ac661022a053d,0,1,control,1,2022-04-06 21:32:58.340808,0.1,47.0,2022-04-06 21:54:17.687949,5.0,0,31.0,11.0,624e05f6d9931b45a17bb183,21.316666666666663,0,1,1,2,0,0,1,0,APPROVED,2022-04-06 21:28:25.031000,2022-04-06 21:54:35.929000,1570.898,18.0,567,1,100,2022-04-07 13:17:18.593000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:34:05.076762,2022-04-06 21:44:54.792228,0,334d07-8a7b-af1-00c4-53f2cb76d23,9007204486753963658,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:34:05.075411,0.03,12.0,2022-04-06 21:44:54.792111,5.0,0,25.0,33.0,624e06da873a27fedb7caf38,10.816666666666666,0,1,0,1,0,0,1,0,APPROVED,2022-04-06 21:32:13.409000,2022-04-06 21:45:04.218000,770.809,42.0,1764,5,100,2022-04-07 13:17:19.439000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:34:11.894434,2022-04-06 22:18:26.729967,0,c4771f7-5bb-3dc8-3003-ac67b0fade6,-2987478000615544726,624de9bcb04ac661022a053c,2-10,1,anger,0,2022-04-06 21:34:11.893326,0.1,47.0,2022-04-06 22:18:26.729796,5.0,0,93.0,91.0,624e05fb9992e3a897a52e48,44.23333333333333,0,1,1,2,0,1,0,0,APPROVED,2022-04-06 21:28:31.933000,2022-04-06 22:18:44.900000,3012.967,68.0,1427,7,99,2022-04-07 13:15:55.792000,42B25E2B,United States,United States,English,United States,Male,1,0
2022-04-06 21:34:22.351350,2022-04-06 21:56:29.725000,0,c6f54f4-e05-2e1d-8e47-225ff42c1248,-8948795243796526399,624de9bcb04ac661022a053d,2-10,1,control,0,2022-04-06 21:34:22.350202,0.05,47.0,2022-04-06 21:56:29.724853,5.0,0,42.0,49.0,624e06996a4c2eea22ee7355,22.116666666666667,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 21:31:08.729000,2022-04-06 21:56:36.299000,1527.57,38.0,1128,0,100,2022-04-07 13:17:19.269000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:34:49.452052,2022-04-06 21:56:03.108568,0,2ecea2c-d1b6-7e4f-1520-dfb27cd7fc8,-6760893000623275354,624de9bcb04ac661022a053d,0,1,control,1,2022-04-06 21:34:49.450990,10.0,47.0,2022-04-06 21:54:46.040210,100.0,1,67.0,75.0,624e06e5d7a8df33e4ecc82f,19.933333333333334,0,0,1,1,0,0,1,0,APPROVED,2022-04-06 21:32:26.550000,2022-04-06 21:54:56.669000,1350.119,54.0,1260,4,99,2022-04-07 13:17:19.637000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:34:56.007249,2022-04-06 21:50:52.576080,0,d501bb-a0-b57a-2668-a46fda6f37dd,8590167540053434737,624de9bcb04ac661022a053d,11-100,1,control,0,2022-04-06 21:34:56.005306,0.1,47.0,2022-04-06 21:50:52.575936,20.0,0,58.0,75.0,624e06f855b49e476424e00a,15.933333333333334,0,0,1,1,1,0,0,0,APPROVED,2022-04-06 21:32:43.358000,2022-04-06 21:51:04.188000,1100.83,38.0,1908,3,100,2022-04-07 13:17:19.938000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:35:09.655203,2022-04-06 21:45:43.410827,0,b643c4-8f5d-bea5-375e-dce3c33376a,-6401451124307033397,624de9bcb04ac661022a053c,0,1,control,0,2022-04-06 21:35:09.654198,0.05,47.0,2022-04-06 21:45:43.410702,1.0,0,18.0,39.0,624e05a946dc690839cc8239,10.55,1,0,1,2,1,0,0,0,APPROVED,2022-04-06 21:27:05.956000,2022-04-06 21:45:53.521000,1127.565,28.0,123,0,100,2022-04-07 13:15:55.691000,42B25E2B,DATA EXPIRED,United States,English,United States,Male,0,0
2022-04-06 21:37:17.859073,2022-04-06 21:45:24.137168,0,f24aa28-d030-edb3-31bd-fcd230f33ecc,-5463783075714176128,624de9bcb04ac661022a053d,2-10,1,control,0,2022-04-06 21:37:17.857944,0.1,24.0,2022-04-06 21:45:24.137049,5.0,0,53.0,23.0,624e05cd73b95b67123d18f5,8.1,0,1,0,1,1,0,0,0,APPROVED,2022-04-06 21:27:46.813000,2022-04-06 21:45:34.041000,1067.228,23.0,216,0,100,2022-04-07 13:17:18.076000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:38:11.362855,2022-04-06 21:50:47.749301,0,cd5517e-dca4-bde-082d-87abedef08,4122793191068008230,624de9bcb04ac661022a053d,0,1,control,1,2022-04-06 21:38:11.361543,0.1,47.0,2022-04-06 21:50:47.749163,5.0,0,72.0,67.0,624e07cf73534df2a9357844,12.6,0,1,1,2,0,0,1,0,APPROVED,2022-04-06 21:36:20.014000,2022-04-06 21:50:54.506000,874.492,51.0,1196,4,100,2022-04-07 13:17:20.887000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:38:52.860006,2022-04-06 21:56:17.960546,0,6257e7e-038-8b75-286-ecda5b8db44,-6701652908678910106,624de9bcb04ac661022a053d,0,1,control,1,2022-04-06 21:38:52.858873,0.1,4.0,2022-04-06 21:56:07.375782,100.0,1,0.0,0.0,624e07ecad6a2396a09af484,17.233333333333334,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 21:37:20.621000,2022-04-06 21:56:13.401000,1132.78,25.0,977,4,100,2022-04-07 13:17:21.224000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:39:19.561240,2022-04-06 22:05:34.301959,0,a4c572-7aeb-018f-bafe-68f3b7af0c4,-7418112033306214467,624de9bcb04ac661022a053d,0,1,control,0,2022-04-06 21:39:19.560251,0.05,47.0,2022-04-06 22:05:34.301836,5.0,0,31.0,76.0,624e0645c15b3b9bebcf54f5,26.23333333333333,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 21:29:43.792000,2022-04-06 22:05:41.633000,2157.841,29.0,1534,3,100,2022-04-07 13:17:18.936000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:39:21.278928,2022-04-06 21:57:03.957810,0,13161cc-4e4-eca4-25fd-0b60debd33,-2601971115919329667,624de9bcb04ac661022a053d,11-100,1,anger,0,2022-04-06 21:39:21.277889,0.1,24.0,2022-04-06 21:57:03.957679,5.0,0,30.0,29.0,624e0743713ffe0d83586539,17.7,0,1,0,1,0,1,0,0,APPROVED,2022-04-06 21:33:58.663000,2022-04-06 21:57:10.807000,1392.144,22.0,722,0,100,2022-04-07 13:17:20.303000,42B25E2B,United States,United States,English,United States,Female,1,0
2022-04-06 21:39:22.333603,2022-04-06 21:56:09.572589,0,8da2374-c81b-5a7b-058-3c4cd47d248e,-4264862593137481556,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:39:22.332573,0.05,47.0,2022-04-06 21:55:47.526578,5.0,1,51.0,78.0,624e0726c5c43bf821a2e551,16.416666666666668,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 21:33:29.096000,2022-04-06 21:56:03.198000,1354.102,53.0,1071,3,100,2022-04-07 13:17:20.108000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:39:58.773573,2022-04-06 21:52:27.327870,0,4f25bd2-af28-8f03-c2fb-05a4617d277,-3389424594849718543,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:39:58.771515,0.1,47.0,2022-04-06 21:52:27.327750,5.0,0,32.0,76.0,624e0805d7a8df33e4ecc83b,12.466666666666669,0,1,1,2,0,0,1,0,APPROVED,2022-04-06 21:37:13.087000,2022-04-06 21:52:33.751000,920.664,,691,0,100,2022-04-07 13:17:21.414000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:40:01.267785,2022-04-06 21:53:56.631050,0,bd0ace7-e60e-3fbc-d3d4-3078a82b50,6287025196824433782,624de9bcb04ac661022a053d,101+,1,control,1,2022-04-06 21:40:01.266271,0.1,6.0,2022-04-06 21:53:56.630925,20.0,0,46.0,44.0,624e082246deb5ea8fc97563,13.916666666666666,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 21:37:41.178000,2022-04-06 21:54:09.908000,988.73,61.0,862,3,100,2022-04-07 13:17:21.752000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:40:03.867197,2022-04-06 21:57:31.439912,0,3f17c26-302-555f-f4c2-2a530764d1b6,-4757342102438531859,624de9bcb04ac661022a053c,0,1,anger,1,2022-04-06 21:40:03.866194,0.05,47.0,2022-04-06 21:57:31.439792,5.0,0,60.0,40.0,624e04f7e9e4b128e47aeaf0,17.45,1,1,1,3,0,0,0,1,APPROVED,2022-04-06 21:26:01.627000,2022-04-06 21:57:43.621000,1901.994,25.0,2331,5,100,2022-04-07 13:15:55.354000,42B25E2B,United States,United States,English,United States,Male,1,1
2022-04-06 21:40:07.801988,2022-04-06 21:44:52.529442,0,f37d46b-b2d0-61e6-f220-b8fb20e37f8,-3985561082050838854,624de9bcb04ac661022a053d,101+,1,control,0,2022-04-06 21:40:07.800975,0.05,47.0,2022-04-06 21:44:24.844948,5.0,1,74.0,79.0,624e078e24e1be012528a13d,4.283333333333333,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 21:35:12.560000,2022-04-06 21:44:40.221000,567.661,19.0,676,3,99,2022-04-07 13:17:20.529000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:40:31.800148,2022-04-06 21:48:30.488682,0,7d6e2-8b53-c023-4cff-cb5674c13fe,4860949826949012298,624de9bcb04ac661022a053d,0,1,control,0,2022-04-06 21:40:31.799059,0.1,24.0,2022-04-06 21:48:30.488555,5.0,0,0.0,6.0,624e08276a572df7722c2685,7.966666666666667,0,1,0,1,1,0,0,0,APPROVED,2022-04-06 21:37:46.218000,2022-04-06 21:48:37.998000,651.78,38.0,1392,6,99,2022-04-07 13:17:21.888000,42B25E2B,Germany,United States,English,United States,Female,0,0
2022-04-06 21:40:46.299595,2022-04-06 21:54:30.098070,0,2af20c3-efc1-28ce-e32d-fbe16d07c27c,6605688056020688971,624de9bcb04ac661022a053c,11-100,1,anger,0,2022-04-06 21:40:46.298529,0.05,47.0,2022-04-06 21:54:30.097940,5.0,0,32.0,52.0,624e07ca4ff37e3dd436f958,13.716666666666669,1,1,1,3,0,1,0,0,APPROVED,2022-04-06 21:36:10.838000,2022-04-06 21:54:37.778000,1106.94,39.0,2136,3,100,2022-04-07 13:15:56.221000,42B25E2B,United States,United States,English,United States,Male,1,0
2022-04-06 21:40:55.505979,2022-04-06 22:10:02.358225,0,cf0a048-6b5f-74a4-7b1f-ab45812eac,-9202982015629208109,624de9bcb04ac661022a053d,2-10,1,anger,0,2022-04-06 21:40:55.504954,0.1,24.0,2022-04-06 22:10:02.358106,5.0,0,85.0,57.0,624e0698d67898a3a320cb23,29.1,0,1,0,1,0,1,0,0,APPROVED,2022-04-06 21:31:24.604000,2022-04-06 22:10:20.501000,2335.897,59.0,654,2,100,2022-04-07 13:17:19.098000,42B25E2B,Philippines,United States,English,United States,Female,1,0
2022-04-06 21:41:31.006242,2022-04-06 21:53:23.993397,0,8ff2a33-36e5-880c-055-cef3581385e3,-8363719292668052779,624de9bcb04ac661022a053d,11-100,1,control,0,2022-04-06 21:41:31.005125,0.1,24.0,2022-04-06 21:53:23.993250,5.0,0,88.0,92.0,624e084287ed881edb83a850,11.866666666666667,0,1,0,1,1,0,0,0,APPROVED,2022-04-06 21:38:14.795000,2022-04-06 21:53:37.187000,922.392,52.0,2139,2,100,2022-04-07 13:17:22.943000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:41:36.971424,2022-04-06 21:57:13.515749,0,4b216d-3b10-3e3-433b-8cd8c7055657,-1997700185936814204,624de9bcb04ac661022a053d,11-100,1,anger,1,2022-04-06 21:41:36.970359,10.0,47.0,2022-04-06 21:57:13.515606,5.0,0,83.0,84.0,624e0837d125a6d515f2bc92,15.6,0,1,1,2,0,0,0,1,APPROVED,2022-04-06 21:37:59.121000,2022-04-06 21:57:21.606000,1162.485,59.0,1784,1,100,2022-04-07 13:17:22.762000,42B25E2B,United States,United States,English,United States,Female,1,1
2022-04-06 21:41:47.789004,2022-04-06 21:47:06.500475,0,50b073b-6f4b-c467-2df4-64d56cfd75fb,-2019413215701346232,624de9bcb04ac661022a053d,2-10,1,control,0,2022-04-06 21:41:47.787995,0.1,24.0,2022-04-06 21:47:06.500359,100.0,0,64.0,19.0,624e084424e1be012528a146,5.3,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 21:38:16.518000,2022-04-06 21:47:17.914000,541.396,68.0,2266,0,100,2022-04-07 13:17:23.180000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:42:01.960200,2022-04-06 21:49:04.478209,0,cd08ec-dce5-8ca6-70aa-28ae8d7c08aa,-4428297719851275208,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:42:01.959171,0.1,24.0,2022-04-06 21:49:04.478091,100.0,0,42.0,77.0,624e08a29db4d5f85633009c,7.033333333333333,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 21:39:50.028000,2022-04-06 21:49:15.772000,565.744,53.0,567,5,99,2022-04-07 13:17:23.397000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:42:02.382474,2022-04-06 21:50:11.736069,0,cbf02f-62b4-50a-1271-fab3ca64b765,8069313965187984948,624de9bcb04ac661022a053d,11-100,1,control,0,2022-04-06 21:42:02.381434,0.1,24.0,2022-04-06 21:50:11.735949,60.0,0,74.0,58.0,624e0829af746e2ff7f264a5,8.15,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 21:37:50.126000,2022-04-06 21:50:25.849000,755.723,25.0,249,4,97,2022-04-07 13:17:22.047000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:42:04.077090,2022-04-06 22:20:42.439326,0,80760d-10a5-068a-a54-88a28b13a48,-4212176382253276979,624de9bcb04ac661022a053d,0,1,control,0,2022-04-06 21:42:04.076048,0.1,47.0,2022-04-06 22:18:49.743223,100.0,1,59.0,31.0,624e078ff067b4489c46de89,36.75,0,0,1,1,1,0,0,0,APPROVED,2022-04-06 21:35:16.177000,2022-04-06 22:19:12.958000,2636.781,46.0,39,0,100,2022-04-07 13:17:20.735000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:42:20.000874,2022-04-06 22:05:44.348013,0,d6fce87-808d-060c-0d27-788e2f336ef,5338160895384811849,624de9bcb04ac661022a053c,2-10,1,control,1,2022-04-06 21:42:19.999919,0.05,47.0,2022-04-06 22:03:10.270087,5.0,1,65.0,79.0,624e0866e76cece22d485be2,20.83333333333333,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 21:39:02.007000,2022-04-06 22:03:17.128000,1455.121,32.0,1870,1,100,2022-04-07 13:15:56.736000,42B25E2B,United States,United States,English,United States,Male,0,1
2022-04-06 21:42:43.312417,2022-04-06 22:01:37.313443,0,2677606-a76c-f66-b3f-0c207b2674,8894841232617427288,624de9bcb04ac661022a053c,0,1,anger,1,2022-04-06 21:42:43.311349,0.05,47.0,2022-04-06 22:01:37.313325,5.0,0,13.0,0.0,624e08a3e4c9275aded249f1,18.9,1,1,1,3,0,0,0,1,APPROVED,2022-04-06 21:39:47.934000,2022-04-06 22:01:46.576000,1318.642,39.0,929,1,100,2022-04-07 13:15:56.837000,42B25E2B,United States,United States,English,United States,Male,1,1
2022-04-06 21:42:52.116031,2022-04-06 21:57:48.161462,0,3c5c0a-183-78d-fc5-84a721f818f,-7928225152173750611,624de9bcb04ac661022a053c,2-10,1,control,1,2022-04-06 21:42:52.115034,0.1,47.0,2022-04-06 21:57:19.959176,5.0,1,30.0,51.0,624e08566a4c2eea22ee7361,14.45,0,1,1,2,0,0,1,0,APPROVED,2022-04-06 21:38:33.998000,2022-04-06 21:57:46.711000,1152.713,28.0,547,0,100,2022-04-07 13:15:56.457000,42B25E2B,United States,United States,English,United States,Male,0,1
2022-04-06 21:43:15.477280,2022-04-06 21:53:34.536889,0,714e586-1a31-47c6-ae4d-d0f460bf276b,-4085338125326213113,624de9bcb04ac661022a053d,11-100,1,anger,1,2022-04-06 21:43:15.476236,0.05,47.0,2022-04-06 21:53:34.536775,5.0,0,52.0,86.0,624e08fde0db424623e66f70,10.316666666666666,1,1,1,3,0,0,0,1,APPROVED,2022-04-06 21:41:21.656000,2022-04-06 21:53:50.601000,748.945,59.0,73,0,100,2022-04-07 13:17:24.484000,42B25E2B,United States,United States,English,United States,Female,1,1
2022-04-06 21:43:17.313626,2022-04-06 21:53:26.975910,0,cedf01-f445-8750-667-3f105adb0cd,-2513490765073513597,624de9bcb04ac661022a053d,2-10,1,control,0,2022-04-06 21:43:17.308314,0.1,47.0,2022-04-06 21:53:26.975775,5.0,0,94.0,81.0,624e0814d04f16ede4364d15,10.15,0,1,1,2,1,0,0,0,APPROVED,2022-04-06 21:37:28.209000,2022-04-06 21:53:37.105000,968.896,61.0,594,0,100,2022-04-07 13:17:21.581000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:43:31.654648,2022-04-06 21:52:25.289507,0,ee7f287-a3d4-e1f5-56a-bdde1b730615,6142216718950805556,624de9bcb04ac661022a053c,0,1,anger,1,2022-04-06 21:43:31.653582,0.05,47.0,2022-04-06 21:52:25.289359,5.0,0,58.0,56.0,624e0826b19bd4efb2910704,8.883333333333333,1,1,1,3,0,0,0,1,APPROVED,2022-04-06 21:37:48.077000,2022-04-06 21:52:43.314000,895.237,34.0,897,1,100,2022-04-07 13:15:56.359000,42B25E2B,United States,United States,English,United States,Male,1,1
2022-04-06 21:43:31.826913,2022-04-06 21:55:16.998768,0,fa83781-c6b5-616a-6ef6-7004e7d047f5,5395047655746108446,624de9bcb04ac661022a053d,0,1,control,0,2022-04-06 21:43:31.825768,0.05,47.0,2022-04-06 21:55:16.998593,5.0,0,66.0,34.0,624e082e873a27fedb7caf4c,11.75,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 21:37:53.843000,2022-04-06 21:55:26.259000,1052.416,23.0,296,1,100,2022-04-07 13:17:22.208000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:43:41.454855,2022-04-06 21:58:55.894694,0,7ff22dc-f604-582b-bb35-c67423e651f2,-4272886147982856214,624de9bcb04ac661022a053d,0,1,control,0,2022-04-06 21:43:41.453842,0.1,24.0,2022-04-06 21:58:55.894572,5.0,0,68.0,65.0,624e06e6dea580a1f756f22e,15.233333333333333,0,1,0,1,1,0,0,0,APPROVED,2022-04-06 21:32:28.087000,2022-04-06 21:59:14.816000,1606.729,46.0,544,2,100,2022-04-07 13:17:19.779000,42B25E2B,United States,United States,English,United States,Female,0,0
2022-04-06 21:43:48.642411,2022-04-06 21:57:47.443030,0,66b8b58-0406-d020-0f2e-8d751124a66,8590857690555956413,624de9bcb04ac661022a053d,2-10,1,control,1,2022-04-06 21:43:48.641412,0.1,2.0,2022-04-06 21:57:47.442875,5.0,0,61.0,30.0,624e09150b89d17846d8dd1b,13.966666666666669,0,1,0,1,0,0,1,0,APPROVED,2022-04-06 21:41:46.277000,2022-04-06 21:57:53.659000,967.382,21.0,142,0,100,2022-04-07 13:17:25.343000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:43:51.168826,2022-04-06 21:56:16.602192,0,4a23400-5faf-4e41-55fa-6005741c67,4769329408939159392,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:43:51.167790,0.1,100.0,2022-04-06 21:56:16.602073,100.0,0,68.0,31.0,624e09149235a4e2f6e2e511,12.416666666666666,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 21:41:47.660000,2022-04-06 21:56:21.098000,873.438,18.0,713,4,100,2022-04-07 13:17:25.159000,42B25E2B,United States,United States,English,United States,Female,0,1
2022-04-06 21:44:24.846882,2022-04-06 21:49:50.339751,0,e45463b-f43f-c0fb-6027-a3715014820,7518997749493945816,624de9bcb04ac661022a053d,11-100,1,anger,0,2022-04-06 21:44:24.841676,0.05,47.0,2022-04-06 21:49:50.339632,5.0,0,72.0,28.0,624e07dff45e7a2e8f5d9e69,5.416666666666667,1,1,1,3,0,1,0,0,APPROVED,2022-04-06 21:36:34.396000,2022-04-06 21:50:01.058000,806.662,32.0,195,0,100,2022-04-07 13:17:21.079000,42B25E2B,United States,United States,English,United States,Female,1,0
2022-04-06 21:44:32.937771,2022-04-06 22:02:28.886128,0,daf36b-06af-cdb0-aac-8edfb31e11a,-223957854556652406,624de9bcb04ac661022a053d,11-100,1,control,1,2022-04-06 21:44:32.936687,0.1,24.0,2022-04-06 22:02:28.885990,100.0,0,15.0,21.0,624e08b6a3de06a99c460364,17.916666666666668,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 21:40:11.121000,2022-04-06 22:02:38.656000,1347.535,61.0,147,0,100,2022-04-07 13:17:23.957000,42B25E2B,United States,United States,English,United States,Female,0,1
